round,client_id,type,loss,accuracy,epsilon_spent
0,global,test,2.301560302734375,9.87
1,6,train_epoch_1,1.806120906194051,44.2
1,6,train_epoch_2,0.9242777315775553,64.83333333333333
1,6,train_epoch_3,0.7114763571421305,72.03333333333333
1,18,train_epoch_1,1.8081834788322448,45.46666666666667
1,18,train_epoch_2,0.915624897480011,67.03333333333333
1,18,train_epoch_3,0.6938809175491333,73.86666666666666
1,9,train_epoch_1,1.8366324319839478,43.266666666666666
1,9,train_epoch_2,0.8943250915209452,66.03333333333333
1,9,train_epoch_3,0.7281149479548137,72.53333333333333
1,0,train_epoch_1,1.7977791509628296,42.4
1,0,train_epoch_2,0.8652824384371439,67.6
1,0,train_epoch_3,0.7093622795740764,73.73333333333333
1,1,train_epoch_1,1.7959354073206584,45.0
1,1,train_epoch_2,0.8527451192537944,67.9
1,1,train_epoch_3,0.6842729158401489,73.0
1,19,train_epoch_1,1.8058599627812704,42.53333333333333
1,19,train_epoch_2,0.8770732900301615,66.33333333333333
1,19,train_epoch_3,0.7037160158157348,72.9
1,14,train_epoch_1,1.818349112033844,42.266666666666666
1,14,train_epoch_2,0.8660301615397136,66.66666666666667
1,14,train_epoch_3,0.6900628914833069,73.1
1,17,train_epoch_1,1.829777870496114,42.5
1,17,train_epoch_2,0.9066069631576538,67.23333333333333
1,17,train_epoch_3,0.6979287576675415,72.6
1,12,train_epoch_1,1.806877144654592,41.766666666666666
1,12,train_epoch_2,0.8690650944709778,68.0
1,12,train_epoch_3,0.6888678420384725,74.66666666666667
1,3,train_epoch_1,1.8174900191624959,41.96666666666667
1,3,train_epoch_2,0.8692940844694773,66.6
1,3,train_epoch_3,0.6917711346944173,73.4
1,global,test,862.1521576171875,9.06
